id,id,AgeGroup,Gender,CountryCode,TopGame,Subscription
2561,-1891,MRw,Bz6bt,8042,y1OUtDm7;SK3BJzQh;mK1NDwPw,-8364;5942;-7462
2562,-8857,XN20nn,rEzNb,-4956,CcBcffH3s;QCIOarox1,-8857;2726;-8547
2563,-8683,hoeyQ0Fs1,C7z5,2983,roA;WvI;fru,-7493;9344
2564,2098,x2HE0,qdCp,-7230,kli,-9636;-5868
2565,-9880,xWU,tdfh,-1906,gd;Gh;cp,8179
2566,539,bj6FvKmMoe,Gf7wAa,-3039,n7,-5067;-3021;-6695
2567,-1805,5LKuLkI7,az,-5896,FdDoih3;ezYsAuL,-1230;-8836;-2292
2568,-6680,TzFZLw,R,-8568,ACH,-2223;1003
2569,-9710,9By9txmjoD,q,719,GRyvC;FfGRh;6pUoP,-6261;8513
2570,-2970,hI9UGYa,1446O063,-53,gR3tqdL7lc;UgN9uIUTZK,-181
2571,-723,67YO,Zt,-2290,HDA;wz1,3319;4265
2572,2477,m1AnZCz,pF2mGMjyt,-3515,dnymwHV;xkH3oSo,7815;-5196;9189
2573,3484,imX4cW,sjN8U,3956,PsfqXT;z52wBH;DrFKYx,1427;1626;-774
2574,-6092,GA2lv,Dxct,-8253,eS;jt,-3535;-3380
2575,-2779,HLjQyVz,s5,-2304,WieKYgpMEI;m8381wGOM0;8Mo33KBk9F,-3156
2576,-4031,NwtIJ3Tg,zsmSSJr3K9,-2790,uimob;sX0Ai,-6907;-8971
2577,8951,v9mFI,GBpV6sab6,-3415,qBXs1XLNYL,1749;6450;1206
2578,-3254,JpgLM,7LXGzdbq,-6144,n;O,-6953
2579,7720,Y6SgRfNKi0,1UB2oxJ,9457,rNP;msj,7220;-5471
2580,6531,9k,1jWu39,-1762,O;5,-5433;4246
2581,9145,9mYxVfQ6,2lvk,6743,n1d9zDa,8853;-8214
2582,-8316,CfKu7Le,tAbijZm,6053,d;C,5137;-4049;-7422
2583,-1391,glNeM,W4,-4722,Mqe2adb;wCpy8l9,1610;-2344;-9201
2584,4911,4X6UPJo,B9yqQ7n,4874,s,2543
2585,8778,qC,09aH2YswyS,6108,fHUqC;AwJ9u,9017;-5893
2586,2386,ZhAYPJ,A68E,-3937,gth1QrVW;fd7rnkD0,7456
2587,5499,v3QbV,0ULaxlZ,7824,aQvVUpCVic,4853;-3193
2588,-9412,FCJQN,qvnY,-3363,BM,-3954
2589,-4628,kJW3Qs,6U,-5209,WM2d,-4130;7470;7680
2590,-225,Jlfxe,sJmCXV47,-5990,qgC;QDv;rUf,6040
2591,-1480,1N1VsV6h3,b,9821,olr,-77
2592,-8702,0K,81uv,-9081,yjp3A;00Ss8;eiiQ0,-2231;7124
2593,6552,GraRl,watYlBPL,5918,Lpgf7zp7g;PmfrixNIC,9448;4724
2594,-5500,MXp,scfGG9HzFd,-4554,y4;wy,727;-9408;-9199
2595,-8304,uLlwoRr52A,2ciYmS,-7558,ljdC,-5404
2596,6358,2wsVH8r,bY,1837,j8hTH5z;xtMnuED,-7983;-9835
2597,-2055,O6s,xQi0,7196,lObfu81;S8rqm5T;osqXXI6,-7898
2598,-4165,gPxJOhqFZC,0,1632,JElB2UpXq,6678;-1774
2599,-7512,fpFH9quwt,h60,-9001,cF,1416;9913
2600,-4434,EJHQFHYyf,K,-4790,To;jy;cH,-2152;-3509
2601,-5144,ivG7G7xR8,MAWm,4745,e9,-344;-924
2602,2730,X,s1kJlLPEw,-5365,QZhNsppU;1mpC3Sdk;wlminbwX,-8780;3841
2603,-2082,2NM7tmd30,rRrXCIe5X,351,MhAzgD;So2SVG;HymThL,-1161;1946;1025
2604,-4754,1,r,8,8a;Ks;fN,8965;-8397
2605,-9117,8l3,D,6600,70;YJ;3L,-2502;-9823
2606,-6367,zSWGNtgz,GcowL,-127,FTZ;vKU,6180;-545;1197
2607,197,ggDyRSFwSK,7X2cPHn,700,YR1,7991;9502
2608,-9289,VEVykMkL,hBbvfw,2831,KwUT6;I8yof,2909;1808
2609,-3197,WH6iE,n,-1709,XB,6436
2610,3396,62a86Fhpha,SE,-6075,pvqEgtuoY;F904BibzN,-1977;8953
2611,-6093,1,g,-1653,1,1223;471;-5686
2612,7426,7ecb6eGj,sqO,-1972,UprON5n2,5643
2613,7532,y8EZ7eEB0F,cl3,-2045,hkQ9p4Xpd,-3952
2614,-8861,nU,TEDDOlm,9677,mNzCLTRwhB;oZlPuEkpmM,-9210
2615,-6968,8FOZk,KJQCj95qXQ,3946,J65d7;w5lQO;ERg21,-8293
2616,-8703,O,fnuHnx,-7277,L;Y;l,8786;-3227;4355
2617,8207,x4lY,Zf4c41,-8902,i;g;F,-8147;7811;-853
2618,1634,tlU3yLeEJ7,VdtO3ltH8,1146,ivpoUBYY;acJMboAK,-1369;4767
2619,-1725,Ai,ILAz47GJg,-8733,jBF8hf1v;FaJoXpOw;Jn4dq6YL,-1377;3917
2620,-1261,VfX,P,1326,FAqMrA,-5426;5415
2621,-6915,HueW4Oql,7W7w2F,-4248,wz1,3554;1006;-942
2622,-18,T6,2ylUrqdf,3783,k;E;B,-7347;9911
2623,-5159,i4N84BmDi,g1qpN3LQ,-9217,Mt;TN,4288
2624,3754,WHwuHJGk,b74amuXZk,-2656,QbH790i9FN;kHYveayMbr;776JI6uhUJ,7198;-5596
2625,-6098,v56ql8,ISuELK,-2103,YHwC0H7i;TXY7rFHA;ocjGMufI,-9708;-2646;-6097
2626,-98,rpfnc2,U,-3964,R1Fq,-9252;-3914;-7917
2627,4183,p7BIIBUo,GFpN8,8897,r;p;d,-6808
2628,-6577,QHK,G3pLuD0Pcf,2219,DooUB;JDJtr,-9593
2629,304,8PT,y7B,-8291,PV74R6lt;FZX1k7ek,3417;-7526;-640
2630,1748,Ktib,dKE,8797,m14X57Bp8a;oCqw9bBpGP,1042
2631,4211,c,xY,-6164,XDSYG,-8817;-92
2632,-3642,NzVlcq,SJ708ytx,5853,Y4n;z1T,-1612
2633,3282,jOYcZk4qI5,8iVSS1GQx,8277,1ouYoQ,-4261
2634,-6563,YuWdY,ab61c4,-949,9FZ5BlsF;LmEQ3YH6;HDoUZAA7,-3005
2635,-3206,7,ApETHZ,-3134,zubXOU;xTf07Q,-6007
2636,9136,SefNK,Tq,-4289,t0d;GpX;pco,-9950
2637,-121,Mg2yWo,g4,9183,y,-9591;-4650
2638,-5894,t1YCeAcbuT,eV4MJxy,8794,oOumLl;2hSvrQ,9608;-2408
2639,-9610,l7T,9UqQB,5214,GFlV0;aLCFZ;VbYqr,4058;-705;-3201
2640,-9941,TelIV5lq8,IItQ7vD,2824,clyaqVFSm;mSKSMZR0K,129;-5701
2641,5608,werV0fVwk,aXO1,1942,OGO3x9;KrqcBf,5783;7522;-9154
2642,395,rzQ,ryg089,-5576,5mYJ;pXM5;ALMn,-8067;1094
2643,-1431,HGocvhfwfa,S,6861,LDhR9a1vV,8291
2644,-172,hH44,3,-4035,pE;RJ,9668;2475
2645,-132,1tO80w,AEn,-652,9F;zo;DN,-6760
2646,2687,IRkt63Rh3E,xG0gargYQO,5149,UzipIaSSX,-1010
2647,1461,w4C,WyzmYIy,9249,QET22;tzb5e;r0EHL,-9151;7764
2648,-4753,tk,d1IYstUigP,1708,pUpkGi;PPYIFq,-3551
2649,2301,Fc,akrBEauT,-7647,W2yR;zSFu;v4Rz,8205;-248
2650,-1652,m1pYPXzv,2,-359,RntSiH,9412;306;712
2651,2387,k4fQx,dUGRTiTD,-258,D0qYUGG4;oVlbooMJ;1FRvsJ7g,-3212
2652,5634,pji9qZ0l,c,1561,s5DI7gWK;nZxZg6O7;2WUdwklT,-5317;8915;-6823
2653,3221,ybIFo9,7ObF,-9142,UP7QrY;p5f4na,4276;-5166
2654,4371,mdbWKN6Hv0,P,-683,P4NO;7pI0,-6402;9900;1567
2655,-6243,VD30R,LDsgpc,-7794,h5M1FwV;PgcK9ot,1670
2656,-5362,yDNXEq36w2,KL14PC,-8436,eLqG,5902
2657,4950,r6,KEPU8j8m0W,8275,Vqzldjy1P,-6948;5618;6788
2658,6477,AAS9,sH1,3751,O0Aj2Aui5;fwrhkselz;ahb0gy5bp,-8221;1394
2659,-7173,L,6rNQc,8696,jN,4654
2660,7661,5SYLz,rnaCY,1621,8NohNxYrtk,-7805
2661,5052,nmHHmWpOMK,aZdgy,2941,tY;3S,8792
2662,-654,K32R8CJoFg,irnv,2971,whWgR4;BRSe9A,4427;1756
2663,4790,YzZOYbK,m5qVR,7925,3AkWk4JlPZ;W1BkHYnwq1;rfeJmbXBBi,2751
2664,3442,Oa,Ftnx76P,-6609,N5YtK;NPGJg;t6Nx0,7036;-9044;-3250
2665,7509,CeQuRs0L,B8,3466,TnTJ0L8eA;dTzf12YZO;yDuZL6nXC,7984
2666,-6812,ikYlSc2,ub,-2285,AUkOJRw0tH;xVkB8CGKea,-6147;-1089
2667,5478,TOm6fl,et2,-7041,QDNzYIFW;5Z7R8W3q,-7743;-3647
2668,-6431,9uTEP,cnc3JZcA,1357,Wu07nFhq;nb2XiwBY,-2854
2669,-5375,0,QwTZ0vbFPU,7378,Mz;ta;x3,8387
2670,2675,GjB5,d4w90y,4652,V5fP1b3Hk,-6439;6142
2671,-7057,vAtwrh1o0I,9,202,BgBgH;ier96,-3138;2228
2672,-1794,h,YYd,5738,q7D7;9YQD,-6266;-5135;8133
2673,-6008,uXp,1XeC,-5269,OFoJ;nzPK,-7838
2674,-2686,Uol,ccSj,2555,9bBewJspZh,8899;-221;2463
2675,-6554,4ZI1FElwY,mBLt16PvM,-6974,wQfZee;6NEu51;cGW91b,4544;8695
2676,1316,9FN7,B,-4480,WgY,-6785;2258
2677,6119,u,BLHIK,-3313,kGhcVLH,-2884;8810;-6651
2678,-5998,GR,l,6895,e50P,1305;4782;8844
2679,4823,GOyAQ4CS,wneox0,-6306,tpIYAgRII,-387;-6333;-8656
2680,8752,Oowy,msu,9337,eyw8;kgOV;2HXE,6426;-3251;3134
2681,3014,JVox,X,-5416,F7PTX5I9;xwLPu7Lg,-2562;2456
2682,-4359,1d,b,947,W9JGMJ5,-6426;-9681;1857
2683,-6811,THMWHbo0Vu,cf,-4776,JOF5Sa8sU,8900;-8533
2684,1360,juQGRW,5RlMEDXVq5,-3036,uOVQjvi,7809;9850
2685,9398,Mih2Fa,UG,-8816,yWvZj,-4947;-6568
2686,-1421,quKo8osR,npeC,6478,2veQOtw,-5476;3774;2927
2687,9006,hfojxa,Z,8452,MFKFPLKm,5987;-9377;-5719
2688,3015,R95,UJiU5,568,C96A9;EoCqi,5145;-4628;1721
2689,-9786,WC8,NV,4539,hxQT,7693;8559;1446
2690,2072,u1lqTFa,pa,2180,i;A;S,7700
2691,-5073,2ZC09uavcX,EfptlXlt,3558,4,-4013
2692,554,XvWZZrlg9X,4,-8393,OUi;nfG;PFY,-4335
2693,-2397,Y1uJ,gW4nFRRY,9103,Dv,4340
2694,-6087,X,82W,2120,iRJBT;0XN4s,-2161
2695,-1478,ebjtGRY,atE,-8538,69a7zph;FDZ08SQ;O8oBcZy,-8982;-5423
2696,1070,9OXIvN,JgzCM,3846,mHY5xj,6247;-9893
2697,-9809,9NWXSnsI,cMVdCkGaR,6905,XnIvNoAhcg;yEkb6PXpxi,7490;8090
2698,-9544,DxChcrP,ihfo,8449,EknedQZc;fhIFcsSC,3752;6300
2699,8683,oajmXA,dpFUUzxdcD,3070,A;W,1427;869;1503
2700,5051,Lw7NwkA,4OOjRlO,6360,bSXG6W,6646;5806
2701,61,ngUbbLB5F,s,-886,HCxXYEAHD;4FaJ9rbmS,-9288
2702,-3508,BpVHw,OITte,5250,WNjmC05i1,2515;-4504
2703,-5881,ad,eb9QG3Q,-3899,Tqv6ew5,-8065;9701
2704,2875,re,eEZjfDhcGH,-5200,bBt6PD5Hu;WVHbID6Rt,4175;-6324
2705,-1054,fThVVVt,GE7P3hx,-928,t;z,2277;-6317
2706,-4291,YF6mMp,qaqftEg7M,-2538,Rxw;L7Y,-7279;9030;-9075
2707,8405,rQ,J8llsy,5671,EN1ywD;L7VAfy,2655
2708,9650,6oPS,R92x0E,-5219,US,7306;1987
2709,-5660,Eldjzc2P9l,dW3lbetVuB,-4144,BNdQi7kkv8,-1811;1949;3530
2710,7227,JFDuj,67zQ5pzKo,-3093,IBimW,64;-6203
2711,5122,yupPv,xQj93,-9997,21Jo9qLLH0;Rkvjby7j6u,-1888;-7099
2712,553,Zru5iLEhm,zlmFyMD,429,t0l8nVhdu,-4726;6567;4227
2713,3066,Sqo,0c5e,8959,Ca1;z5d;PyP,-9416;-1336;7596
2714,-898,lnmG1kemb,FgTqldIQf,-7307,PQJ;8pC;gPN,-5848
2715,-4380,DqlcFqo,IGnqB0,83,z9BCd;mJoOb;DGrb6,5091;-3467;4262
2716,6203,CC,loFkqnfLU,-8364,TWJAzH;kxCoOV;5flSxo,-6308
2717,8374,6PS1T6rK,ff32Zf,3092,WCV,-2126;-487;-4419
2718,2443,1,WwlkOVL,-3766,IL;Nq;MN,-7926;-2521
2719,5522,9s,wqoVkMDj,5418,qN3uW7b;VNWFMxq,7023
2720,4207,mqKWvO,NgL,-7285,RH;Ul;lR,-3774;9053;-514
2721,-3045,hUg9,YHUSCgeAo,8514,k4qOCvze;wFrFn0BB,1001
2722,3966,iXkNH,4XMsV,8391,tZW,-595;-7608
2723,3607,r,4RICq2WOS,5443,NjgxWxDQ8h;fgjdFTgMbr,-6240;4466
2724,2539,F,phraFli5x,-7071,aFsP3B,-6752
2725,-3789,d4yR0,hHkHD,-9201,CqPS1VlMSB,-4673
2726,-7797,rsW,aSjY6jYC,-1734,puvxRVGKo;wlTB6YL1H;9LY238Tko,6894;-178;7847
2727,-6013,AfH0YDq,VOW6AEFSPl,5417,7BEa;A8JF,1090;-259;1434
2728,-3242,9l0TJctx3V,P76HP5,2995,j90XbEJ88;g7EutJzYp;g4FJ0ioRT,-8863;-1150;-112
2729,-8848,BdXmJ,R5BiSZ1u1,-6322,UK8c;V9fj;jpwO,5657;-6739;4714
2730,-2235,3Tk,r8BZsbXs16,-7254,GL,2578;-9375
2731,-1726,d,yd,5222,3m9OHr;Lz26KB;wLhwhU,3514
2732,-3372,W9ADKC,WD5yC2fVN,8122,5SSLZl7Q;aGyeTXcB,4556
2733,-5693,mSe,OJAP,-3418,oZAVNr;YwbMhf;Lw4SPU,4461;8556
2734,-9452,iCt,59oE,5587,tvbbimYRi;OYVWLRfGc,-9962;-7488;-9271
2735,-3108,wsmh5I,LXldPXIo,4907,9Qw,4611
2736,-4495,NB,dlFOH0dBKB,-2166,6BIA;WvBc;w9pV,8125;-1181
2737,-1616,ZrLs30DFh,czfID4OJY,-2053,arz;5Mf,-3990;-7344;4327
2738,-5986,B,QW,-6821,X7OQ3eRIAE,-4505;-3246
2739,8709,pdqPNX,Y2hRZqSi7m,-9949,Y7rh,-6630;4562
2740,-2745,Xw6mDmsb,D,-5398,h1n9;anjY,-1083;3247
2741,-3425,jueaQevd7,mm9h0,-8582,4;Y,6241;137
2742,6083,Y5N4wR8,N,-6941,T8;7n,-4309;-5644
2743,9328,6V5Cv7Q,ivZBulgH,5475,HhK2QSMIVE;XuyEg1q8jH,1891;5343
2744,-8351,f59CEpd,IKM4cQ2ORc,-1498,JiiE0y,-9024;6815
2745,-5991,BkJz,NypsCXm,21,26,-976
2746,7420,fjvWMuLoA,uCWL8Oy,8369,7a;4W;E5,5063;9677;-5909
2747,3240,kXQN,cwZuUhKBHo,7610,Hu,-361;7137;1049
2748,2457,tm,rTLd,-7509,YH6OgZwVU;SUcUVqeKM,142;2533
2749,-2489,rsUHBvWL,e6CzX,1847,u3,7129;7555;7913
2750,-5189,ypU3,EuFn704cR3,-6610,hml1Hk,-4214
2751,-4604,JHXO7xA33,LeN,4521,V,-7267
2752,-5196,Z3O1mDn9,r,4885,B7FQIV,2776;-4855
2753,4577,PAZ3yoK1,pZXns,-5936,KCS9,2403
2754,5356,5n4I2F6RX,dhcV1H,5051,aYSdossMj;yN5eGdxJa;jD4hsHZoS,-314
2755,4916,mmF,tuiyUd2,4321,RY5aMt;wQaNRc;MFgoFw,-7905;8836
2756,7457,GN5LWCK,AA4fzB3,8817,upAD5kAKs,4705;2256
2757,2268,jEbgnt,N,-5212,X4Z4QVK6M,-7687;8745
2758,3898,ldcA,HLB,8038,0JL,5173;9991;-2243
2759,-2485,aE31MSWN,P2rxHLp,-7541,v1B5I2TIhp;I5jieVkDAj;mte3DiYD6n,4375
2760,-6575,q,icrwsHRvZo,5497,0I88;mx53,-5354
2761,-3618,Ip6,vygm,1991,1pkKX5;LX7dXe,-2852
2762,-6416,7YUw,aC,-724,JYioG,3868
2763,-3949,cTpE0,sSthX2dj,2287,CmzaB5Q,-9980;7072
2764,5884,rXw9YerWhq,wcCU,-2600,YeiE;DTwb;0G4c,5884;-5008;3956
2765,1220,s,tOl,1465,jeJN2;i3ieo,-5325
2766,-3259,CUWdBxL5n,0,5838,nqc5somK,1378;3477;-5638
2767,9512,8MwTza,NQ,2389,v,5884;7407
2768,-9818,K1RcwPu,mN4GE6K,-4099,hKU,-8511
2769,-6810,uy5ev,B9,1373,Ics8XcNq;wOfFdbHu;oQ5jwds1,6287;-5796
2770,2602,2eBD,CD,-6180,19r7R;Gata3;zuTi0,5712;8972
2771,-8220,LJJMdrMa,rkVnMCEYZh,6506,nOUMb,4373;-8978;2261
2772,-2650,vzYR,n136NePK,-8982,3st5RUV,5035;9279
2773,-3405,TzooMTX9,v,-9328,XA;5k,-5912
2774,-4970,VnG9b,VBg,1444,ZaRG;k2yS,3751;8796
2775,2418,MWJJ,nB,6472,LV;kZ,7732;-768;7127
2776,-6275,iYklFXF,68n5,4577,yO;vG,-7513;-1007
2777,-374,g,D,9911,YL,-2042;1689
2778,4480,Ib7uM2P,OnlAd1Ks,4493,SBfpEz;pPcw3m,-683;-8587;7575
2779,-3559,2n08XSIm,aUchft3W,-2970,BI;Hp,3817
2780,-6781,Q5lO9L,WyPqn,-823,qE;Lh,-3850
2781,2525,fj,pna,2249,owO72JNqL;4HsF5e26w,-6942;-1013
2782,1789,2176wf,pR5UP,-9239,5Sk3zIOIH;dkcmgP97O;2oqiGmcT1,1463;2958
2783,-8707,SFl,soKFh5bD,-2372,i,-1916
2784,-5942,nAHE8,n,7617,LcS,-7815
2785,7009,aZDKUopQ,O7HzryjUm,-5153,hWjdgb;2kKk7b;kaT3tG,-1489
2786,4525,bnEVGrsbEF,ZVuYO,-9345,0M3UiyM;kpYi8wg;88YeGSU,3754
2787,-8328,T,fkwYzA,9402,bFm01u0mO,-4406;-2991
2788,7505,v,2cC4,9620,bD50;nnex;oG8T,1605;1834
2789,9600,YpfnO,JY4vNCWyc,6683,JVL9dcD;GwJwBDp;HWX4JX8,-3216;-3106
2790,6235,5Ba7k,scv7,-33,J3dUTudVi;ethKYEo8A;RcnO1dzvd,1355;-7742
2791,-2336,rV,YldMrm5h,8004,cFpuXJse;zWYSaIx6,-5254;-7507
2792,9789,GKyMDkCBQ,KL,-546,yXyuS;b4rQ7;4u8jG,-9023;8751;5524
2793,806,50pF,FAWbE79en1,1516,z0f5tJ6QI,7485;-5395
2794,-6549,Qw,VEWV7NjATr,-7701,SLvX20;4YwHAx,2461;9846
2795,-2958,CAEm9AED,dyy,8771,mXW;aTW;8TZ,1715;-5284;8447
2796,3339,UA,s,3754,W433iy;g2axBn,4452
2797,-766,Ju,BuvUDO2mJd,2261,S;a;J,3349;-1130
2798,-8554,1rqNbT5O,Nq,1703,tjOx5JZux;sGJSfduBY;hly5mGBDl,-540
2799,6798,jJdBUiBq,sdeSlPAPl,6430,rrP;g6p;mtm,-1057;6222;-6277
2800,7303,xxxd,oMwaIDOT,8968,pdsLcutWH;4AnWppSka,4162;-8061
2801,-3802,A41dV1fk,4,-2656,84EtiZ;ZcBqPg;KsGlBA,314;-6263
2802,-9549,qpji1R8I,AoaOTpF313,-9260,rMz20OJ;tJL3FmV;Q89xMuv,9421
2803,6773,ni5giP,N,6486,o0zaE49;a7N7dvx;i35SGr8,-4482;-3010
2804,3416,uLrP,Amhtr,-4019,jmQP;lNwV,8443;-3038;-484
2805,-4055,H0dm,hYHEibCz,-6240,zwBc;iumS;b6hT,-7766;4436
2806,9113,ZL2jXUAn,caxonoieBz,1887,dg1NjX8e;VeYw0riJ,1617;9885
2807,8710,Td4fzwDT,9GBf,404,7LQ5;XKPe;qECs,-7727;28
2808,7964,uiU0jlm3,24,8180,mkPuIHCWVw;dNzTriFeHT,-522;-538
2809,-1459,BNlro,7QtlXixun,-6966,Mr4Y;ltyn;hJFt,2733;4608;-3661
2810,2363,CU7nFV,pzAdiEBx,-7706,i6mep;3mRGk;mxsbB,4192;9908
2811,3257,uwNGpo3,R,-3807,JG37M4j,-2934;-9184;-6168
2812,5954,XHMVvKp,i,4853,xxtilgN7m;4onCUePZs;dX6yLf6A0,6357
2813,6356,LwXGzdI,H,666,F,3071;5715
2814,-8469,cyr,c,7593,5u1JmOdNm6,-5647
2815,-5118,K2CqofaXMT,l,-2495,m92Jl;1hL1K;yj8Dm,-4418;1675;5199
2816,-692,Ys2eVV,KPCDFfC,7068,7HkGVvR;2NiXMj6;5FMsc5l,-1992;-7237;4521
2817,7266,EjFJbXF,aubog5pR,-4311,Dv,6829;-5165
2818,-8993,YSkw34IU,HZni,1541,HTWMKk8,-6711
2819,-9586,gDpR,Tcw9Vr,-8233,nXgM;dppB,7749;868;7945
2820,-2562,im8qNF,WlFSf0qrR,782,JTmIu,-6871;3030
2821,-9918,qQeD6,JKATq35l,8999,tdEEXh;05tmE5;O1BUl9,-2815;6855;-5228
2822,7393,dsC897OBwQ,fMg6TT09,-3751,bVcA,9606;-2708;9607
2823,1017,vP867,kAkZ9,9507,Y4PZIS,-8818;8325
2824,7939,cKMj,yWTNdFYI,3933,RhjjwB1VO0,8123
2825,-9808,E5MgAaBkk,SQ4XLW,941,z,-1219;-4033
2826,-7945,D,0IQ801,-8777,CRF;fFL;05N,-2562
2827,-7637,sY5hZq,IENfR3R4hN,3740,2LQB7KNIwt,-5942;-6119
2828,581,ryh,d6GBDYi,-2298,KT7pCEP,-3115;4278
2829,-2285,ynR6ByZfj,j,5982,KH2HDdLmu,-1823;261
2830,-8683,anzoQI,4sxfjnql,-6804,V5;Vt;34,-6728;7850;-3628
2831,-1874,rRpE,ebyH,-2265,Of7MXRN9l,-7629;-3158
2832,8347,QdzD3wwU,RO,9084,bh;mt;0I,-6993;6205;4203
2833,2242,78cKC,ZOrK0vLf,-6039,QrIzQ1Zn4b,771
2834,781,0g,leaCj1,-4290,H4y;grH;Pna,4948;-2439
2835,8317,S4R,Fbh,5243,qqfrL77;q8HTMMa;wX0bTen,-3562
2836,-9613,zI9pqbRrhH,drX,-1920,74jRjpT1T1,-4672;4368
2837,-2124,XcfJa,H1tLLa,2299,AGDbpD;DkCIHI;9GMhjQ,-2527;-8823
2838,8263,Iy1xMEF0,qc3Nn1cI,5772,QSXTYS5Nz;cHeFKH0a2,-6442
2839,-6213,ryQ,JsA6Z,-3222,26g9M;HUDVX;id1Co,-5402;-5763
2840,-1277,TC4xh,s2,9435,ql8A,-6099;735;-8263
2841,-1179,dIB,rHan0OMTf,-7981,89zr,526;3693;-9473
2842,-3132,Z2LBU,nOlqSXSMYn,-5268,CotPntdo;mdQJnGWy,6340
2843,-4646,w,Hge9q,-1483,gbkf7nlw,-7164;-8470;-8611
2844,7607,0BI,o8To9aK,-2137,UNRu,6908;2157
2845,5247,7cajj8,BTSz,-7552,LUri7W;kocMsw;ZRfjw0,7011;198;-8010
2846,-8032,G0PJWwz,U40pzqLE,-836,Jojmp;jkQ9b,7069
2847,6462,PcKXM,y7LLM,4554,Rz10f;zpDC4,2350
2848,-4398,HqHnL8r,otzgH,-6525,ur7yRxY3;umSTgwzL;WGr8Tp7i,8217;580;7259
2849,6959,LuS4akdp,6HDk4z,-2768,yCDHBc,5527;-3323;-4986
2850,-8883,nto6EZh,ygUzaKlap,-4714,vMgb6LK3dx;ToVeYpIowa,9828
2851,-7575,wG,m2hX5UwL,6841,8xDD;Tjzp;ogzY,-700;3039;-9498
2852,601,qn,hT9,271,ZbhiJm;1VwpEr;kHQl6X,2050;-4209;-5179
2853,-4048,ImmlUjLWs,S,-9916,Wrc,-3123;-8829
2854,3588,zD,Yn9,2982,0;9;r,-1996
2855,2689,z6NBVby,yAfDuNxHbh,5723,3NXmFmO22,-3940
2856,3680,rSi55fW2,vBWGdaIdLi,4889,MDXMrj8zkw,-2823;3101
2857,-63,bMnb8f,aFo80l,-1514,GIVFc;jmSnR;0lfu5,4624;-9317
2858,186,0fG4U,ilpbGT,7430,wb;zJ;pP,-2223
2859,-4630,pDz9LIr,tMBaeunOas,2198,jl;N9;9X,4929;995;6025
2860,6572,85DstVp,PlVd4T,6960,ivEhUZe0;5zziVwv3;jfWf4u7i,2757;5536
2861,-5242,esyBNC9VJ,bzhrnK,5712,WIzZGsU;KOOAdPO,-1130;1470
2862,9148,J7,KFBu,-3130,JRoxcC9;FNpT2NO;NpkG2I6,-2049
2863,-5102,5,xC8s,9204,A;G,-1124;7001;-2460
2864,-5536,YJN,T8BplN,3726,2Slw,6685;-548;8475
2865,1947,PW,V,-7426,UD;sY,-8474;-7811;2321
2866,-8960,fYqF4NlL,pRi5cMmo,-6422,diKLBEGCFD,6294;-2069;-9344
2867,-8657,MtNZtp7,8UExWx3Lud,-4915,4unlL;5dJRV;yzZKm,-2931
2868,-4351,el1zCB,0XJ7kmnVv,-4932,sSdPmX;LeH4Dw,1505
2869,-7451,ASwNz,cIwqp,5369,M1ioz43Ec;jv4bqdgoS,4166;-1526;3720
2870,7273,Vwdap6DdHT,J,7344,PTq4O9,1606
2871,168,gbvOYB4,nFet,7327,zriGnFP,3365;1487
2872,-4739,0,pL2,5333,KGKlCdX;0TVl5gb;hn9MdMd,-8065
2873,-6284,off0W,7wRnDdAtRZ,5846,RWHDvfBI,-8997;-9182
2874,-530,cSnSu,xkqJH,9222,GddV0q3;dWK9Ftr,7504
2875,-5908,iyeg,t8y2,8330,q7gBhdMj3V;x38ydsvN8E,-1083;-2946
2876,2119,XuwuD9,K,9834,XzYVxE;UHNRuF;tWu22n,-5802
2877,2106,42IlYzYEry,s,-808,qI;Mp;K5,-1870;-9292
2878,8663,m,SKWJy52buT,2692,uO57j;bVKbY;v5JEi,-7398;5927
2879,-401,ju,Q,6130,ZU,6233
2880,-327,v,WLFAeHK,2043,j;x,-4917;-3567;2514
2881,5062,IayDPv,cPDO,5446,U8ChgsHH;YjjiD1lq;XUQcjIxm,4195;5215;7479
2882,-5579,IFHbZCHv,aM1oy3F,4253,BJ1OyTYG;tMBf4gng;8n9w3PZB,-8664;2014;5481
2883,-9361,0l49eek,1NfW,-2058,d19V;DvRU;KO3v,9281;519
2884,6876,viy,e,-7258,vA4imHgF;NuaISvz6;3mNgE5zH,-248;-1635;-4824
2885,6456,Ch9jSQX,iUFfWUPfE,5473,wYxcg8Js;yWSh0DF5,5995
2886,-9719,y,jnBEP6s,-1709,x;m;o,1221;-324;3204
2887,6093,00B,i1K,6431,VA;wb,4935;-3385
2888,3254,d,m5pyS6,-6404,ve8eXu,-3248;7989;3211
2889,-9774,DlsPRLlFxq,vHDZ,1533,l8v,554;2008
2890,-8261,cVUC1XYbhf,kXyoxE8,5875,BPHGUyqRH,2242;8261
2891,2611,9DId,RRHnUdGJo,-9152,q,4289;4809;7132
2892,6520,nx5AQ,dYOfxfSOEJ,2214,rSNq4iZmpN,6940;-4351;7031
2893,-2349,NzcaHrFU4,M,8358,rgw;yn7,18
2894,-4904,JBjW,TcrU,-7089,f9e;pYc;dux,7808;-1232;1054
2895,-6851,psViL,GRkmLFJa,6781,B7l5zh,-4609
